;created_at;sentiment_word_count;sentiment_comparative;sentiment_score;sentiment_positive_count;sentiment_tokens;text;_msgid;retweet_count;sentiment_negative_count
110;Tue Jan 31 15:21:17 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;c8a1b16f.0467a;0.0;1.0
111;Tue Jan 31 15:21:08 +0000 2017;6.0;11.11111111111111;2.0;4.0;18.0;RT @JulietMEvans: https://t.co/vYW7SSrDsb\nCan't accept damaging brexit view.\nDo you accept mine? A vision of a strong, inclusive, sta… ;4ae1a2eb.54ed1c;0.0;1.0
112;Tue Jan 31 15:20:43 +0000 2017;5.0;12.0;3.0;3.0;25.0;RT @Bob__Hudson: Huge round of applause from Labour benches for Ken  Clarke's speech on Brexit. Let's be honest, he puts Corbyn to shame. C…;cb92f399.c956c;0.0;1.0
113;Tue Jan 31 15:21:39 +0000 2017;5.0;12.0;3.0;3.0;25.0;RT @Bob__Hudson: Huge round of applause from Labour benches for Ken  Clarke's speech on Brexit. Let's be honest, he puts Corbyn to shame. C…;46dfaebb.6d767;0.0;1.0
114;Tue Jan 31 15:22:34 +0000 2017;5.0;12.0;3.0;3.0;25.0;RT @Bob__Hudson: Huge round of applause from Labour benches for Ken  Clarke's speech on Brexit. Let's be honest, he puts Corbyn to shame. C…;3b4a805a.0f6a;0.0;1.0
115;Tue Jan 31 15:27:49 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;fcd791a7.e3505;0.0;1.0
116;Tue Jan 31 15:29:16 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;7e4773e8.8846ec;0.0;1.0
117;Tue Jan 31 15:31:19 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;a7ee3207.58fbe;0.0;1.0
118;Tue Jan 31 15:29:03 +0000 2017;8.0;-17.647058823529413;-3.0;0.0;17.0;"Banks must plan for ""hard"" Brexit, industry report warns\n       https://t.co/Ptnb50YECS https://t.co/cS3vqpBpww";600d272b.790378;0.0;2.0
119;Tue Jan 31 15:27:21 +0000 2017;6.0;-11.11111111111111;-3.0;2.0;27.0;"One good thing with Brexit and Clitonloss they are treating Muslims with respect instead of fear and we owe it to them 2 Stop terror &amp; Fear";509013e.882bfec;0.0;4.0
120;Tue Jan 31 15:42:36 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;8560f4f2.9cbda8;0.0;1.0
121;Tue Jan 31 15:44:42 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;fbb67890.d2c748;0.0;1.0
122;Tue Jan 31 15:44:06 +0000 2017;9.0;-14.285714285714285;-4.0;0.0;28.0;Tusk is not blaming Brexit this time.    This time its Trumps fault.   The excuses are primed the EU is doomed.   @business;5c62c47d.a033cc;0.0;2.0
123;Tue Jan 31 15:40:04 +0000 2017;7.0;3.4482758620689653;1.0;1.0;29.0;F*ck the idea of 'Britain' and the 'UK'     What we want is a Democratic England.   Brexit is the first step in this direction.;9ff202e.532ce;0.0;0.0
124;Tue Jan 31 15:42:56 +0000 2017;7.0;-50.0;-11.0;0.0;22.0;@Dan__Gleeballs @Brexit poor tactics..  many already regret their stupid anti EU propaganda, even more now with unstable trump as back up;d36f0836.666548;0.0;6.0
125;Tue Jan 31 15:51:21 +0000 2017;7.0;14.285714285714285;3.0;1.0;21.0;https://t.co/is7VJa2z3i       The best domain in the world is for sale $1 million #brexit #calexit #amexit;246149a8.4d5f26;0.0;0.0
126;Tue Jan 31 15:50:36 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;e8012115.0652c;0.0;2.0
127;Tue Jan 31 15:51:25 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;110c3450.751aec;0.0;2.0
128;Tue Jan 31 15:51:39 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;eae901f0.673be;0.0;2.0
129;Tue Jan 31 15:52:39 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;9d94480e.36aa38;0.0;2.0
130;Tue Jan 31 15:57:37 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;9b1ee93.e8a0118;0.0;1.0
131;Tue Jan 31 15:58:07 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;b48ff5b7.3d3bc8;0.0;6.0
132;Tue Jan 31 16:03:46 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;b8af0cc2.1a3f2;0.0;6.0
133;Tue Jan 31 16:03:46 +0000 2017;6.0;21.73913043478261;5.0;5.0;23.0;RT @GrantOrd: @PeterBoneMP I want my vote respected I want brexit I want no ties with the Eu. I want article 50 activated;19b8d9ef.143916;0.0;1.0
134;Tue Jan 31 16:05:34 +0000 2017;6.0;21.73913043478261;5.0;5.0;23.0;RT @GrantOrd: @PeterBoneMP I want my vote respected I want brexit I want no ties with the Eu. I want article 50 activated;c473a4dd.5f26d8;0.0;1.0
135;Tue Jan 31 16:16:16 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;95af144f.a0c7f8;0.0;1.0
136;Tue Jan 31 16:12:41 +0000 2017;8.0;-14.814814814814813;-4.0;0.0;27.0;RT @anthonysamaha: Wall Street Was Beaten by Trio,\n\n1.   Brexit\n2.   Donald Trump \n3.   Syria Ceasefire\n\nI shall repeat: i fear anew 9/11 c…;4c5ba883.06a9e8;0.0;2.0
137;Tue Jan 31 16:13:48 +0000 2017;7.0;-23.809523809523807;-5.0;1.0;21.0;".  @SkyNews @1vera12  We need some1 Honest abt mass migrant rape &amp; crime in Europe!  @EmilyThornberry @BorisJohnson… https://t.co/wF7pRmYbIY";36d9badb.ade466;0.0;2.0
138;Tue Jan 31 16:12:38 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;4d953e94.b8df6;0.0;2.0
139;Tue Jan 31 16:09:02 +0000 2017;6.0;30.76923076923077;8.0;5.0;26.0;RT @cayfco: If you want a good laugh.. listen to this drunken twats speech.. I hope he stays alive long enough to see Brexit in… ;800b2892.5be518;0.0;0.0
140;Tue Jan 31 16:20:55 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;8ed07e05.6a4ca;0.0;1.0
141;Tue Jan 31 16:21:20 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;9e2c3a14.daebc8;0.0;1.0
142;Tue Jan 31 16:18:48 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;3db139b0.763cc6;0.0;2.0
143;Tue Jan 31 16:22:22 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;64a1d735.417908;0.0;2.0
144;Tue Jan 31 16:24:18 +0000 2017;6.0;4.166666666666666;1.0;2.0;24.0;@Fight4UK Don't forget Holland elections in March + there's a strong chance Holland could also go for #Brexit too. EU is collapsing fast 😂😂;a5aa2822.5b9088;0.0;2.0
145;Tue Jan 31 16:35:59 +0000 2017;7.0;0.0;0.0;3.0;24.0;Theresa May loving this Trump ban waffle. Meaningless hype that goes nowhere + no more questions she cant answer on Brexit. Dream come true.;38cd0047.c9101;0.0;3.0
146;Tue Jan 31 16:32:14 +0000 2017;7.0;-13.636363636363635;-3.0;0.0;22.0;RT @piecrust33: Yep currently at village idiot status but not for much longer       #trump #Brexit https://t.co/lrXgTx1z2D;4841d5ad.a34c9c;0.0;1.0
147;Tue Jan 31 16:34:33 +0000 2017;7.0;-13.636363636363635;-3.0;0.0;22.0;RT @piecrust33: Yep currently at village idiot status but not for much longer       #trump #Brexit https://t.co/lrXgTx1z2D;cf3a840e.72c0d8;0.0;1.0
148;Tue Jan 31 16:30:56 +0000 2017;7.0;-15.0;-3.0;0.0;20.0;Yep currently at village idiot status but not for much longer       #trump #Brexit https://t.co/lrXgTx1z2D;dfcac7b5.024aa8;0.0;1.0
149;Tue Jan 31 16:32:33 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;ad90b682.f714f8;0.0;2.0
150;Tue Jan 31 16:40:52 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;592594a0.a47a9c;0.0;1.0
151;Tue Jan 31 16:42:32 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;24e69606.fe7c6a;0.0;1.0
152;Tue Jan 31 16:38:58 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;a09981a4.a17ef;0.0;2.0
153;Tue Jan 31 16:40:47 +0000 2017;6.0;16.0;4.0;3.0;25.0;"Trump""EU basically a vehicle for Germany"" !! Greece, Italy, Portugal. However not UK thank god for Brexit  Maybe Big changes for EU 2017 !!!";3ab7bffe.03d2b;0.0;0.0
154;Tue Jan 31 16:38:03 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;1785b5a7.7e9b7a;0.0;6.0
155;Tue Jan 31 16:48:37 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;a42b88d8.9057a8;0.0;1.0
156;Tue Jan 31 16:51:37 +0000 2017;6.0;-7.142857142857142;-2.0;3.0;28.0;"The vicious, personal attacks on both sides of the Brexit debate make me want to quote Easy Rider ""This used to be a hell of a good country""";bc255b65.f26968;0.0;3.0
157;Tue Jan 31 16:47:29 +0000 2017;6.0;-22.22222222222222;-6.0;0.0;27.0;RT @MrsVB: why would you vote for something you fear will be catastrophic?  I don't get it.   Ukippers still won't vote for yo… ;a7f23035.ed6e7;0.0;2.0
158;Tue Jan 31 16:49:15 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;92db0af8.c50738;0.0;6.0
159;Tue Jan 31 16:50:41 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;9fb04f1.e26cfb;0.0;6.0
160;Tue Jan 31 17:04:30 +0000 2017;7.0;-40.0;-8.0;0.0;20.0;These people fighting democracies , they are Marxist communists fascists racists , and attack a US president . They… https://t.co/DXDvDcPK6a;7e742910.5e41a8;0.0;4.0
161;Tue Jan 31 16:58:32 +0000 2017;6.0;-7.4074074074074066;-2.0;3.0;27.0;"Vicious, personal attacks on both sides of the #Brexit debate make me want to quote Easy Rider ""This used to be a hell of a good country""";18e8417e.3e2aef;0.0;3.0
162;Tue Jan 31 17:02:19 +0000 2017;6.0;-11.538461538461538;-3.0;0.0;26.0;@aus3009 @DisgruntledRad @KateHoey Hey the Referendum is over , a verdict was given , I am not fighting it again ! DEAL WITH IT ! #Brexit;daffdaca.401408;0.0;2.0
163;Tue Jan 31 17:00:42 +0000 2017;6.0;4.0;1.0;2.0;25.0;RT @dianereeves321: NO @timfarron YOUR GOB IS WRONG AGAIN ,,,,USA IS OUR ALLY NOT THE EU ,,OTHERWISE THEY WOULDNT TREAT US LIKE THIS !!… ;9e5c58c2.4cd778;0.0;2.0
164;Tue Jan 31 16:58:25 +0000 2017;6.0;8.695652173913043;2.0;3.0;23.0;RT @jacquep: What freedom, John Redwood? Freedom of uncertain trading conditions with the EU, the loss of freedom to move and se… ;a069b73d.aef248;0.0;2.0
165;Tue Jan 31 17:16:21 +0000 2017;10.0;8.0;2.0;1.0;25.0;RT @stephanosio: Ken, you honourable man. The true face of Conservatism in my view.          🇪🇺🇬🇧🇪🇺#brexitbill https://t.co/YMSbmqeMpf;20216c4.da7e594;0.0;0.0
166;Tue Jan 31 17:13:30 +0000 2017;10.0;8.695652173913043;2.0;1.0;23.0;Ken, you honourable man. The true face of Conservatism in my view.          🇪🇺🇬🇧🇪🇺#brexitbill https://t.co/YMSbmqeMpf;69d3a06e.d8b2a;0.0;0.0
167;Tue Jan 31 17:16:22 +0000 2017;8.0;-36.36363636363637;-8.0;0.0;22.0;RT @sametoyoutoo: These people fighting democracies , they are Marxist communists fascists racists , and attack a US president . They… ;cce3a7e3.62e0c8;0.0;4.0
168;Tue Jan 31 17:12:54 +0000 2017;7.0;-55.55555555555556;-10.0;0.0;18.0;UK economy will suffer: Pierre Moscovici warns of Brexit threat | World | News | https://t.co/Kp4xuX3qLz\nhttps://t.co/9LWkY9Bp7c fuck off;6eebf388.2b590c;0.0;4.0
169;Tue Jan 31 17:12:56 +0000 2017;7.0;-55.55555555555556;-10.0;0.0;18.0;UK economy will suffer: Pierre Moscovici warns of Brexit threat | World | News | https://t.co/4q1uEsg4Mc\nhttps://t.co/JDwKyOoA8M fuck off;7477a20c.2c058c;0.0;4.0
170;Tue Jan 31 17:17:50 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;fcf91625.93ba58;0.0;1.0
171;Tue Jan 31 17:18:35 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;86c75b78.8693c8;0.0;1.0
172;Tue Jan 31 17:20:30 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;38b7c4e.d03fe3c;0.0;1.0
173;Tue Jan 31 17:20:43 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;9caf7149.7288e;0.0;1.0
174;Tue Jan 31 17:24:26 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;81ecdf93.b2477;0.0;1.0
175;Tue Jan 31 17:28:51 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;aa751405.33d768;0.0;1.0
176;Tue Jan 31 17:35:43 +0000 2017;7.0;0.0;0.0;0.0;21.0;Well  its all about  money and  how  much  is  in it  for them! https://t.co/LNMOOgVm8D;61d80abd.85af64;0.0;0.0
177;Tue Jan 31 17:29:30 +0000 2017;6.0;-8.0;-2.0;1.0;25.0;"RT @JeSuisCharlie9: Its those who think they know better than the people who are out of touch, in denial , &amp; arrogant pricks !… ";cd99b50e.6637e8;0.0;2.0
178;Tue Jan 31 17:37:02 +0000 2017;6.0;-50.0;-12.0;0.0;24.0;RT @joannel97421878: @WestmonsterUK bloody sick of the anti brexit left wing do gooders they are the violent ones and so stupid trump at no…;657e43fd.f8395c;0.0;6.0
179;Tue Jan 31 17:29:51 +0000 2017;6.0;8.695652173913043;2.0;3.0;23.0;RT @jacquep: What freedom, John Redwood? Freedom of uncertain trading conditions with the EU, the loss of freedom to move and se… ;4d425c47.a4eb64;0.0;2.0
180;Tue Jan 31 17:37:48 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;2f370248.34d89e;0.0;1.0
181;Tue Jan 31 17:43:41 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;52cfdf11.39368;0.0;1.0
182;Tue Jan 31 17:44:19 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;76ed1fe4.ba33c;0.0;1.0
183;Tue Jan 31 17:37:42 +0000 2017;6.0;-39.130434782608695;-9.0;0.0;23.0;"So, #dread that causes parliamentary “gnashing of teeth” will be unknown in #Brexit #Eden &amp; there'll be no weeping, no wailing,and no tears?";949d4af3.8bdf68;0.0;6.0
184;Tue Jan 31 17:38:46 +0000 2017;6.0;-8.695652173913043;-2.0;1.0;23.0;RT @angelneptustar: Wonderful emotional speech from Sir William Cash,  cut by @SKYNews, caught it on BBC Parl. Corrupt SKY a disgrace.… ;2a698f21.b9427;0.0;3.0
185;Tue Jan 31 17:48:15 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;e66a8695.5e2718;0.0;1.0
186;Tue Jan 31 17:51:00 +0000 2017;7.0;55.00000000000001;11.0;7.0;20.0;RT @LeaveMnsLeave: Help us ensure your wishes are respected. Join our campaign for a swift, clean Brexit today: https://t.co/95FNhNhknY htt…;159002f7.7e0a9d;0.0;0.0
187;Tue Jan 31 17:55:33 +0000 2017;6.0;3.8461538461538463;1.0;2.0;26.0;City lobby group want to oust the EU  . Have open borders globally . That word open borders is not a healthy word at https://t.co/z4MugAlHbm;27b345ba.d41f0a;0.0;1.0
188;Tue Jan 31 17:47:25 +0000 2017;6.0;4.0;1.0;2.0;25.0;RT @dianereeves321: NO @timfarron YOUR GOB IS WRONG AGAIN ,,,,USA IS OUR ALLY NOT THE EU ,,OTHERWISE THEY WOULDNT TREAT US LIKE THIS !!… ;17a96bdc.762174;0.0;2.0
189;Tue Jan 31 17:52:09 +0000 2017;6.0;9.090909090909092;2.0;3.0;22.0;RT @Fight4UK: Why would @realDonaldTrump want to ban anyone, don't you want your cities to be like ours? 😩😩😩 \n\n#Trump #Brexit… ;8c6ad99.a3c7a28;0.0;1.0
190;Tue Jan 31 17:58:02 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;778ea808.a9c3c8;0.0;1.0
191;Tue Jan 31 18:04:48 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;1128cfb.10b653;0.0;1.0
192;Tue Jan 31 18:04:54 +0000 2017;8.0;-6.896551724137931;-2.0;1.0;29.0;Some people just can't accept #brexit  #Trump get over it , It's the usual rent a crowd  just looking for the next excuse  to protest .;393db3c2.4c542c;0.0;2.0
193;Tue Jan 31 18:00:35 +0000 2017;7.0;-21.73913043478261;-5.0;1.0;23.0;Negative effects of Brexit vote provoked a fall in £ when interest rates were cut to avert a slowdown.Inflation will cut living standards.;188358ee.feb677;0.0;5.0
194;Tue Jan 31 17:57:51 +0000 2017;6.0;30.76923076923077;8.0;5.0;26.0;RT @cayfco: If you want a good laugh.. listen to this drunken twats speech.. I hope he stays alive long enough to see Brexit in… ;8969d38c.8bac8;0.0;0.0
195;Tue Jan 31 18:08:54 +0000 2017;12.0;0.0;0.0;0.0;24.0;Brexit won't cause trade 'disruption' - WTO boss -   https://t.co/AGDLZghoJO           #lbc @lbc;1ffb136a.9ad37d;0.0;0.0
196;Tue Jan 31 18:13:13 +0000 2017;8.0;-13.636363636363635;-3.0;0.0;22.0;@IainDale   SNP donor Sir Brian Souter: Brexit damage is being overestimated - https://t.co/oxEzb3k9Jp      #lbc @lbc;f2f77d4a.39cd7;0.0;1.0
197;Tue Jan 31 18:13:33 +0000 2017;8.0;-47.368421052631575;-9.0;2.0;19.0;Senile old idiot . What's @nick_clegg excuse ? Ah yeah he whines like a bitch and hates democracy https://t.co/fjszp9xhQ7;a873deae.f1d1a;0.0;4.0
198;Tue Jan 31 18:10:16 +0000 2017;7.0;25.0;7.0;5.0;28.0;RT @annaelerihart: Can I be so bold as to highlight a positive? It's SO nice to see the UK join together. I worried this would never h… ;ada149c4.55dfc8;0.0;1.0
199;Tue Jan 31 18:16:24 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense. #brexit #Labour;afdf8484.40e588;0.0;5.0
200;Tue Jan 31 18:20:46 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;178d5165.03e9df;0.0;1.0
201;Tue Jan 31 18:22:59 +0000 2017;12.0;6.25;1.0;1.0;16.0;So freaking cool! #bigdata            https://t.co/ECCtE7BQ2Y;b8cd4d42.219f4;0.0;0.0
202;Tue Jan 31 18:21:39 +0000 2017;11.0;18.181818181818183;4.0;2.0;22.0;Bregret? No Chance.   Britons Are Happy With Brexit, Poll Says - https://t.co/AI2VvAWRHg       #lbc @lbc;2b94b01b.865a8;0.0;1.0
203;Tue Jan 31 18:20:53 +0000 2017;7.0;-8.333333333333332;-2.0;0.0;24.0;Brexit is just the start of a worldwide revolution against globalisation, warns the IMF -     https://t.co/8nBt9yT0zY   #lbc @lbc;aec1e86d.68e418;0.0;1.0
204;Tue Jan 31 18:17:17 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;dee3466a.4beeb8;0.0;5.0
205;Tue Jan 31 18:30:46 +0000 2017;7.0;4.166666666666666;1.0;1.0;24.0;'You're not worth it any more!'  Developing nations to dump EU trade deals after Brexit - https://t.co/VRVbNWrpKP     #lbc @lbc;9ed4091c.aa6be8;0.0;1.0
206;Tue Jan 31 18:28:09 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;f070d67e.f7d9c8;0.0;5.0
207;Tue Jan 31 18:28:36 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;964831bd.ea4b9;0.0;5.0
208;Tue Jan 31 18:29:45 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;ac7463f6.37d75;0.0;5.0
209;Tue Jan 31 18:30:07 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;f56bb55e.8588f8;0.0;5.0
210;Tue Jan 31 18:43:15 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;aa1273fa.82758;0.0;1.0
211;Tue Jan 31 18:38:27 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;fb62e2bb.a2542;0.0;5.0
212;Tue Jan 31 18:39:29 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;16ac33dc.9e452c;0.0;5.0
213;Tue Jan 31 18:39:32 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;21aa0b6b.85b7e4;0.0;5.0
214;Tue Jan 31 18:40:07 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;99a03b57.623138;0.0;5.0
215;Tue Jan 31 18:49:22 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;19143f4f.2ca0e1;0.0;0.0
216;Tue Jan 31 18:49:29 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;91d67cf3.801b4;0.0;0.0
217;Tue Jan 31 18:49:40 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;284f4815.4f18a8;0.0;0.0
218;Tue Jan 31 18:49:50 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;a3ca57e8.f3ba38;0.0;0.0
219;Tue Jan 31 18:50:53 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;5f362350.e2fa8c;0.0;0.0
220;Tue Jan 31 18:58:38 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;4fa0e41a.fa338c;0.0;0.0
221;Tue Jan 31 18:59:39 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;356dfcf7.b774b4;0.0;0.0
